0,0	id
0,1	sortname
0,2	displayname
0,3	autodisable
0,4	type
0,5	members
0,6	difficulty
0,7	length
0,8	location
0,9	year
0,10	storyline
0,11	storyindex
0,12	mapcoord
0,13	mapicon
0,14	points
0,15	statusprogress
0,16	statuscomplete
0,18	mainquest
0,19	subquests
0,20	statreq
0,21	statrec
0,22	questreq
0,23	pointsreq
0,24	comlevelreq
0,25	comlevelrec
0,28	speedrunning_mode
0,29	speedrunning_bronze
0,30	speedrunning_silver
0,31	speedrunning_gold
0,32	speedrunning_platinum
0,33	speedrunning_inv
0,34	speedrunning_worn
0,35	speedrunning_bank